fileName;synonyms;closestWords;relatedWords;categories
bad.svg;huono&tavanomainen&edustuskelvoton&pahaenteinen&uhkaava&ikävä&karhea&paha&epäonninen&epäonnistunut&puutteellinen&viallinen&virheellinen&rikkinäinen&hankala&vakava&ilkeä&paheellinen&huonotapainen&onneton&surullinen&tyytymätön&epäsuotuisa&haitallinen&vahingollinen&heikko&kivulias&vahingoittunut&huonokuntoinen&ei terve&sairas&mauton&paheksuttava&vierasvoittoinen&murrettu&lyhyt&hatara&kehno&taitamaton&kelvoton&köykäinen&kurja&surkea&rähjäinen&tökerö;ruma&niukka&apea&huolimaton&kovin kulunut&kyvytön niukka&raihnas&ränsistynyt&vaikea&vajavainen&voimaton&vähäinen&leväperäinen&kyvytön&saamaton&kunnoton&pilalla&kykenemätön&epäedullinen&paska&väärin&kämänen&tyhmä&ronski&kämäinen&susikappale;ruma&huonoin&pahin&huonompi&pahempi&masentava&iloton&epämukava&alakuloinen&huonosti valittu&halveksittava&synkkä&kohtalokas&tuhoisa&katastrofaalinen&koditon&asunnoton&säälittävä&liikuttava&poloinen&kovaonninen&tuhoon tuomittu&huono-onninen&tuhon oma&sorrettu&poljettu&toimintahäiriöinen&epäkuntoinen&hirveä&hirvittävä&julma&kamala&vastenmielinen&kaamea&kammottava&kauhea&pelottava&kipeä&tuskallinen&sanoinkuvaamaton&korkin makuinen&huolestuttava&valitettava&surkuteltava&kova&rankka&parantumaton&inhottava&paskamainen&ällöttävä&löyhkäävä&ällö&paska&yököttävä&taidoton&keskinkertainen&tuhma&kielteinen&kiva&melkoinen&katteeton&epäkelpo&ankara&raju&valtava&tylsä&sopimaton&lemmenkipeä&kärsivä&tuskissaan oleva&sairaalloinen&masentunut&surumielinen&haikea&tottelematon&epätäydellinen&vajavainen&kovaosainen&vähäosainen&hajamielinen&epätyydyttävä&kelpaamaton&ammattitaidoton&kömpelö&epästandardi&tulokseton&turha&ala-arvoinen&laatu&ominaisuus&puhekielen ilmaus&arkikielen ilmaus&onni&ilo&onnellisuus&autuus;tila & kuvaileva
badger.svg;mäyrä&Meles meles&Arctonyx collaris;näätäeläin&taxidea taxus&meles-suku&meles meles&hillerimäyrä&suku arctonyx&arctonyx collaris;näätäeläin&amerikanmäyrä&Taxidea taxus&Meles&Meles-suku&hillerimäyrä&Arctonyx&kaulusmäyrä&suku Arctonyx;nisäkkäät & eläimet
badger_2.svg;mäyrä&Meles meles&Arctonyx collaris;näätäeläin&taxidea taxus&meles-suku&meles meles&hillerimäyrä&suku arctonyx&arctonyx collaris;näätäeläin&amerikanmäyrä&Taxidea taxus&Meles&Meles-suku&hillerimäyrä&Arctonyx&kaulusmäyrä&suku Arctonyx;nisäkkäät & eläimet
badminton.svg;sulkapallo;kenttäpeli&kaksinpeli&nelinpeli&sulkapallovarusteet;kenttäpeli&kaksinpeli&nelinpeli&sulkapallovarusteet;urheilu
badminton_racket.svg;tennismaila;maila;maila;urheilu & urheiluvälineet & välineet & varusteet & urheiluvarusteet
bagel.svg;bageli;;;leivonta & leipominen & viljatuotteet & vilja & ruoka
bagel_2.svg;bageli;;;leivonta & leipominen & viljatuotteet & vilja & ruoka
bake_,_to.svg;leipoa;polttaa&kypsentää&kypsyä&tehdä raaka-aineista;polttaa&kypsentää&keittää&kypsyä&tehdä raaka-aineista;ruoka & ruoanlaitto & ruuanlaitto
baked_beans.svg;keitetyt pavut;;;ruoka & vihannekset & salaatit & kasvikset
baked_beans_2.svg;keitetyt pavut;;;ruoka & vihannekset & salaatit & kasvikset
baker_1a.svg;leipuri&paakari;jälleenmyyjä&koulutettu työntekijä&sokerileipuri;kauppias&jälleenmyyjä&ammattitaitoinen työntekijä&koulutettu työntekijä;ihmiset & ammatit
baker_1b.svg;leipuri&paakari;jälleenmyyjä&koulutettu työntekijä&sokerileipuri;kauppias&jälleenmyyjä&ammattitaitoinen työntekijä&koulutettu työntekijä;ihmiset & ammatit
baker_2a.svg;leipuri&paakari;jälleenmyyjä&koulutettu työntekijä&sokerileipuri;kauppias&jälleenmyyjä&ammattitaitoinen työntekijä&koulutettu työntekijä;ihmiset & ammatit
baker_2b.svg;leipuri&paakari;jälleenmyyjä&koulutettu työntekijä&sokerileipuri;kauppias&jälleenmyyjä&ammattitaitoinen työntekijä&koulutettu työntekijä;ihmiset & ammatit
baking_powder.svg;leivinjauhe;nostatusaine;kohotusaine&nostatusaine;leivonta & leipominen & viljatuotteet & vilja & ruoka
baking_tray.svg;uunipelti&leivinpelti;keittoastiat;keittoastia&keittoastiat;ruoka & ruokailu & ruokailuvälineet
ball.svg;pallo&keilapallo&kerä&pyöreä kappale&kuula&pelletti;esine&horisontti&maapallo;artefakti&teennös&esine&baseball-pallo&koripallo&rantapallo&biljardipallo&bocce-pallo&krikettipallo&krokettipallo&kristallipallo&maahockeypallo&amerikkalainen jalkapallo&jenkkifutis&pelivarusteet&pelivälineet&maapallo&karttapallo&golfpallo&käsipallo&haavipallon pelipallo&marmorikuula&kuntopallo&koipallo&pöytätennispallo&lelu&poolopallo&hiekkasäkki&nyrkkeilypallo&nyrkkeilysäkki&squashpallo&rulettikuula&rugby-pallo&lumipallo&jalkapallo&softball&leikkikenttäpallo&kössipallo&squash-pallo&tennispallo&lentopallo&Wiffle&Wiffle Ball&tulipallo&pallonen&pieni pisara&pyöreä muoto&pallero&pieni pallo&bolus&pisara&helmi&jääpallo&kaukalopallo;vapaa-aika & lelut
ball_beach.svg;rantapallo;pallo;pallo;vapaa-aika & lelut
ball_pool.svg;pallomeri;kuoppa&siemen&kivi&varikko&kaivanto&tappelemaan;palli;vapaa-aika & lelut
balloon.svg;ilmapallo;lelu&kuumailmapallo&kasvaa&pullistua&laajeta;lelu;juhlat & välineet
banana.svg;banaani&Musa paradisiaca sapientum;syötävä hedelmä&banaanipuu&musa paradisiaca sapientum;syötävä hedelmä&banaanipuu;ruoka & hedelmät & kasvikset
banana_bunch.svg;banaaniterttu;;;ruoka & hedelmät & kasvikset
bank.svg;pankki;säilö&rahoituslaitos&pankkilaitos&luotto-osuuskunta&keskuspankki&toisten pankkien lukuun toimiva pankki&yleispankki&valtionpankki&edustajapankki&jäsenpankki&yrityspankki&ostajaosapuoli&vararahasto&home loan bank&käteinen&varmuusvarasto&veripankki&silmäpankki&ruokapankki&soil bank&investointipankki&kansallispankki&osuuspankki&postipankki&suomalaispankki&suurpankki&tietopankki;säilytyspaikka&säilö&rahoituslaitos&pankkiala&pankkijärjestelmä&pankkilaitos&luotto-osuuskunta&keskuspankki&toisten pankkien lukuun toimiva pankki&liikepankki&yleispankki&valtionpankki&edustajapankki&jäsenpankki&sijoituspankki&yrityspankki&ostaja&ostajaosapuoli&vararahasto&Home Loan Bank&varat&rahavarat&käteinen&reservi&varastot&varanto&varmuusvarasto&veripankki&silmäpankki&ruokapankki&soil bank&investointipankki&kansallispankki&osuuspankki&postipankki&suomalaispankki&suurpankki&tietopankki;talous & raha
bank_card.svg;luottokortti&maksuaikakortti&muoviraha&maksukortti;positiivinen identifikaatio&veloitustililuotto&pankkikortti&puhelukortti&tarjeta de crédito&plastiko&carta di credito&plastica&plastisch;positiivinen identifikaatio&jatkuva luotto&uusiutuva luotto&veloitustililuotto&pankkikortti&puhelukortti;talous & raha
banquet_buffet.svg;juhlabuffet;;;ruoka & annokset
bap.svg;voisämpylä;;;leivonta & leipominen & viljatuotteet & vilja & ruoka
barbeque.svg;grilli;kodinkone&uuni&teline&ruokala&keittokatos&nuotio&paahdin&grillata&halstrata&halstaroida;kodinkone&uuni&häkki&naulakko&teline&ravintola&ruokapaikka&ruokala;rakennukset & puutarha & maatila
barbeque_,_to.svg;grillata&paistaa jtak avotulella&pariloida;kypsyä&valmistaa hibachi-grillillä&pariloida pannulla&paahtaa&korventaa&käristää&ristikko&ritilä&arina&etusäleikkö&grilli&kuulustella&hiillostaa&tentata&halstrata&halstaroida;keittää&kypsyä&käyttää hibachi-grilliä&valmistaa hibachi-grillillä&pariloida pannulla;ruoka & ruoanlaitto & ruuanlaitto
base_rock.svg;kallioperä&peruskallio;kivi;kivi;tiede
baseball_base.svg;pesä&piipun pesä&syöttöalue&luola&kolo&käytävä;luonnonesine&alue&baseball-varusteet&lyöjän alue&säiliö&ykkönen&levy&kakkospesä&kolmospesä&kasvuympäristö&mehiläispesä&linnunpesä&oravanpesä&onkalo&hiirenpesä&kaniinien pesäkäytävä&herhiläispesä&koti&aski&kesto&fakki&crate&beekeeper&tea caddy&κυψέλη&nyrkkeillä&snuffbox&sääty&toosa&pimppi;luonnonesine&ala&alue&baseball-varusteet&lyöjän alue&kontti&säiliö&ykköspesä&ykkönen&kotilevy&kotipesä&levy&toinen pesä&kakkospesä&kolmospesä&elinpiiri&elinympäristö&kasvupaikka&kasvuympäristö&mehiläispesä&linnunpesä&oravanpesä&kuoppa&onkalo&hiirenpesä&pesäkäytävä&kaniinien pesäkäytävä&ampiaispesä&herhiläispesä;urheilu & urheiluvälineet & välineet & varusteet & urheiluvarusteet
baseball_bat.svg;pesäpallomaila;;;urheilu & urheiluvälineet & välineet & varusteet & urheiluvarusteet
baseball_game.svg;pesäpallo;baseball&pesäpallo (finnish variety of the game)&baseball-pallo;pesado;urheilu
baseball_glove.svg;pesäpalloräpylä;;;urheilu & urheiluvälineet & välineet & varusteet & urheiluvarusteet
baseball_player.svg;pesäpalloilija;;;urheilu
basket.svg;kori&pelitilannekori&koppa&vasu&vaunu&hissikori&kassi&sälelaatikko&laatikko&kannellinen kori&tuokkonen;piste&säkki&lipas&leipäkori&vakka&pyykkikori&osasto&säiliö&kalakori&ruokakori&viikunakori&runko&pakkilaatikko&ostoskori&saippualaatikko&rakennelma&pajukori&roskis&paperikori&metallikori&pärekori&hamper&basketful&kurv&koš;maali&piste&pussi&säkki&aski&rasia&lipas&leipäkori&vakka&pyykkikori&osasto&kontti&säiliö&kalakori&ruokakori&rusinakori&viikunakori&lentokoneen runko&runko&pakkilaatikko&ostoskori&saippualaatikko&rakennelma&pajukori;rakennukset & tarvikkeet
basket_2.svg;kori&pelitilannekori&koppa&vasu&vaunu&hissikori&kassi&sälelaatikko&laatikko&kannellinen kori&tuokkonen;piste&säkki&lipas&leipäkori&vakka&pyykkikori&osasto&säiliö&kalakori&ruokakori&viikunakori&runko&pakkilaatikko&ostoskori&saippualaatikko&rakennelma&pajukori&roskis&paperikori&metallikori&pärekori&hamper&basketful&kurv&koš;maali&piste&pussi&säkki&aski&rasia&lipas&leipäkori&vakka&pyykkikori&osasto&kontti&säiliö&kalakori&ruokakori&rusinakori&viikunakori&lentokoneen runko&runko&pakkilaatikko&ostoskori&saippualaatikko&rakennelma&pajukori;rakennukset & tarvikkeet
basketball.svg;koripallo&koripallopeli&koris&koripalloilu;kenttäpeli&ammattilaiskoripalloilija&pallo&koripallovarusteet;kenttäpeli&ammattilaiskoripalloilija&pallo&koripallovarusteet;urheilu
basketball_ball.svg;koripallo&koripallopeli&koris&koripalloilu;kenttäpeli&ammattilaiskoripalloilija&pallo&koripallovarusteet;kenttäpeli&ammattilaiskoripalloilija&pallo&koripallovarusteet;urheilu & urheiluvälineet & välineet & varusteet & urheiluvarusteet
basketball_game.svg;koripallopeli&koripallo&koris&koripalloilu;kenttäpeli&ammattilaiskoripalloilija&pelitapa&estäminen&switch&give-and-go;kenttäpeli&ammattilaiskoripalloilija&pelitapa&estäminen&switch&give-and-go;urheilu
bat.svg;maila&krikettimaila&golfmaila&kössimaila&squash-maila&jääkiekkomaila;sauva&sulkapallomaila&toiminta&golfklubi&batilo&bludgeon&karttu&meloa;sulkapallomaila&baseball-maila&nuija&krikettivarusteet&crosse&haavipallomaila&golfvarusteet&rauta&rautamaila&poolomaila&urheiluvälineet&urheiluväline&pöytätennismaila&pingpong-maila&tennismaila&puumaila;nisäkkäät & eläimet
bath.svg;kylpyamme&amme&allas;jalkakylpy&poreallas&istuma-amme&säiliö&jacuzzi&kylvettää&soikko&saunoa;jalkakylpy&poreallas&istuma-amme&astia&säiliö;rakennukset & tarvikkeet
bath_animal_,_to.svg;kylvettää eläin;;;eläintenhoito & lemmikit & eläimet
bath_mat.svg;kylpyhuoneen matto;;;rakennukset & tarvikkeet
bathe_,_to.svg;kylpeä&käydä kylvyssä&peseytyä&peittää&verhota&ympäröidä;käydä suihkussa&puhdistaa&puhdistautua&pulikoida&olla suihkussa&balnar&baigner&bathtub;käydä suihkussa&siistiä&puhdistaa&kääriä;hoitotoimet & terveys
battery_1.svg;paristo&akku&sähköparisto&varaaja;hehkuparisto&anodiparisto&c-paristo&sähkölaite&lyijyakku&nikkelikadmiumakku&nikkeli-rauta-akku&galvaaninen paristo&voltan patsas&solu&celda&selli&fat cell&celulo&unicelled&melanocyte&phagocyte&intracellular&totipotency&zelle&rakk&karcero&cytology&cellular&buňka&anucleate;hehkuparisto&anodiparisto&C-paristo&sähkölaite&lyijyakku&NiCd-paristo&nikkelikadmiumakku&nikkeli-rauta-akku&galvaaninen paristo&Voltan pylväs&Voltan patsas;tekniikka
battery_1a.svg;paristo&akku&sähköparisto&varaaja;hehkuparisto&anodiparisto&c-paristo&sähkölaite&lyijyakku&nikkelikadmiumakku&nikkeli-rauta-akku&galvaaninen paristo&voltan patsas&solu&celda&selli&fat cell&celulo&unicelled&melanocyte&phagocyte&intracellular&totipotency&zelle&rakk&karcero&cytology&cellular&buňka&anucleate;hehkuparisto&anodiparisto&C-paristo&sähkölaite&lyijyakku&NiCd-paristo&nikkelikadmiumakku&nikkeli-rauta-akku&galvaaninen paristo&Voltan pylväs&Voltan patsas;tekniikka
battery_2.svg;paristo&akku&sähköparisto&varaaja;hehkuparisto&anodiparisto&c-paristo&sähkölaite&lyijyakku&nikkelikadmiumakku&nikkeli-rauta-akku&galvaaninen paristo&voltan patsas&solu&celda&selli&fat cell&celulo&unicelled&melanocyte&phagocyte&intracellular&totipotency&zelle&rakk&karcero&cytology&cellular&buňka&anucleate;hehkuparisto&anodiparisto&C-paristo&sähkölaite&lyijyakku&NiCd-paristo&nikkelikadmiumakku&nikkeli-rauta-akku&galvaaninen paristo&Voltan pylväs&Voltan patsas;tekniikka
battery_2a.svg;paristo&akku&sähköparisto&varaaja;hehkuparisto&anodiparisto&c-paristo&sähkölaite&lyijyakku&nikkelikadmiumakku&nikkeli-rauta-akku&galvaaninen paristo&voltan patsas&solu&celda&selli&fat cell&celulo&unicelled&melanocyte&phagocyte&intracellular&totipotency&zelle&rakk&karcero&cytology&cellular&buňka&anucleate;hehkuparisto&anodiparisto&C-paristo&sähkölaite&lyijyakku&NiCd-paristo&nikkelikadmiumakku&nikkeli-rauta-akku&galvaaninen paristo&Voltan pylväs&Voltan patsas;tekniikka
beach.svg;ranta&rantapenger&rantatörmä&penkka&töyräs&hiekkaranta&uimaranta&ranta-alue&rantakorttelit&rannikko&merenrannikko&merenranta;maa&berberian rannikko;Berberian rannikko&rannikkoalue&Aiolis&Aiolia&Atlantin rannikko&geologinen muodostuma&muodostuma&Gulf Coast&järven ranta&maa&kuiva maa&maanpinta&maantuntuma&Tyynenmeren rannikko&joen ranta&jokivarsi&joenpenkka&mäki&rinne&törmä&vuorovesialue&sade&loska&lumisohjo&räntä&jäätävä sade&hiekka&santa&etelärannikko&itäranta&jokiranta&vastaranta;matkustus & matkustaminen & liikenne
beach_bag.svg;rantakassi;;;vaatteet & tarvikkeet
beach_towel.svg;rantapyyhe;pyyheliina;pyyhe&pyyheliina;matkustus & matkustaminen & liikenne
beads.svg;helmet;kääty&(''~ sth against a concrete threat'') suojata; ('';helluntai;vapaa-aika & lelut
beak.svg;nokka&kuono&kärsä&turpa&suukappale&suutin&kouru&kaatonokka&kammen kaula&nenä&klyyvari&tuulenhalkaisija&niemi&niemenkärki&uloke;vahanahka&irvokkaaseen veistokseen päättyvä kouru&kanki&reikä&tappi&suihku&suuaukko&hajuelin&merkki&kärki&niemeke&huippu&vekseli;vahanahka&imukärsä&imutorvi&irvokkaaseen veistokseen päättyvä kouru&kanki&aukko&reikä&tulppa&korkki&tappi&suihku&suuaukko&hajuelin&symboli&merkki&kärki&kallioniemeke&kallioinen niemi&niemeke;eläimet
beaker_1.svg;dekantterilasi&laboratoriolasi;tölkki;purkki&ruukku&tölkki;tiede
beaker_2.svg;dekantterilasi&laboratoriolasi;tölkki;purkki&ruukku&tölkki;tiede
beanbag.svg;säkkituoli;;;vapaa-aika & lelut
beans_on_toast.svg;papuvoileipä;;;ruoka & annokset
beansprouts.svg;pavunversot;;;ruoka & vihannekset & salaatit & kasvikset
bear.svg;karhu&ruskeakarhu&Ursus arctos&mesikämmen&otso;karhunpentu&lihansyöjä&heimo karhut&suku ursus&ursus arctos&ursus arctos syriacus&ursus arctos horribilis&ursus arctos middendorffi&euarctos americanus&selenarctos thibetanus&thalarctos maritimus&ursus ursinus&oksi&kontio&otso poetic&''no equivalent''&pähkinä&orso&virer&polar bear&medve&ursus&ayı&metsänomena&nisäkäs&nalle&kouvo&metsän kuningas&kuoma&karhunpoikanen&nalle puh&mörkö;karhunpoikanen&karhunpentu&lihansyöjä&Karhut&Ursidae&heimo karhut&Ursus&suku Ursus&syyriankarhu&Ursus arctos syriacus&harmaakarhu&Ursus horribilis&Ursus arctos horribilis&kodiakinkarhu&Ursus middendorffi&Ursus arctos middendorffi&mustakarhu&Ursus americanus&Euarctos americanus&sepelkarhu&Aasian mustakarhu&Ursus thibetanus&Selenarctos thibetanus&jääkarhu&Ursus Maritimus&Thalarctos maritimus&huulikarhu&Melursus ursinus&Ursus ursinus;nisäkkäät & eläimet
bed_four_poster.svg;pylvässänky&katosvuode;peti;sänky&vuode&peti;huonekalut & rakennukset & sisustus
bed_time.svg;nukkumaanmenoaika;valojen sulkemisaika&vuorokaudenaika;valojen sulkemisaika&aika&kellonaika&vuorokaudenaika;kuvaileva & aika
bee_bumble.svg;kimalainen;mehiläinen&bombus-suku&ampiainen&pörriäinen&vaapsahainen;mehiläinen&Bombus&Bombus-suku;eläimet & hämähäkit & hyönteiset
bee_honey.svg;mehiläinen&Apis mellifera;pistiäiset&yläheimo apoidea&työläinen&suku apis&apis mellifera&apis mellifera adansonii&musta mehiläinen&krainilainen mehiläinen&italian mehiläinen&sinirautamehiläinen&kimalainen&loiskimalainen&maamehiläinen&alkalimehiläinen&verhoilijamehiläinen&muurarimehiläinen&suku anthidium&talkoot&vaapsahainen;pistiäishyönteinen&pistiäiset&Apoidea&mesipistiäiset&yläheimo Apoidea&kuhnuri&työläinen&Apis&suku Apis&afrikkalaistunut mehiläinen&tappajamehiläinen&Apis mellifera scutellata&Apis mellifera adansonii&musta mehiläinen&krainilainen mehiläinen&Italian mehiläinen&sinirautamehiläinen&kimalainen&loiskimalainen&maamehiläinen&Nomia melanderi&alkalimehiläinen&verhoilijamehiläinen&muurarimehiläinen&Anthidium&suku Anthidium;eläimet & hämähäkit & hyönteiset
beef.svg;naudanliha&häränliha;liha&jauhelihapihvi&naudanlihasäilyke&savuliha;liha&jauhelihapihvi&naudanlihasäilyke&savuliha;ruoka & liha
beehive.svg;mehiläispesä;säiliö&pesä&mehiläispönttö&alveare;astia&säiliö&pesä;eläimet & elinympäristö & ympäristö & metsä
beer.svg;olut&kalja&sahti&mallasjuoma;viina&tynnyriolut&lager-olut&witbier&bitter&burton&vaalea olut&portteri&stout&kvassi&sima&cassiri&kuusiolut&keskiolut&bisse&tölli&lager&beeri&börsta&bini;alkoholi&alkoholijuoma&väkijuoma&juovutusjuoma&päihde&päihdyttävä aine&viina&tynnyriolut&lager-olut&vehnäolut&witbier&bitter&Burton&pale ale&vaalea olut&portteri&stout&kvassi&sima&cassiri&kuusiolut&keskiolut;juomat
bees_nest.svg;mehiläispesä;säiliö&pesä&mehiläispönttö&alveare;astia&säiliö&pesä;eläimet & elinympäristö & ympäristö & metsä
beetle.svg;koppakuoriainen&kovakuoriainen&kuoriainen;ötökkä&coleoptera-lahko&maakiitäjäinen&leppäpirkko&tulikärpänen&sarvijäärä&chrysomelid&ihrakuoriainen&kirjokuoriainen&lehtisarvinen&seppä&sukeltajakuoriainen&pintapyöriö&xestobium rufovillosum&kärsäkäs&toukohärkä&mantokuoriainen&kultakuoriainen&anoplophora glabripennis;hyönteinen&öttiäinen&ötökkä&Coleoptera&kovakuoriaiset&Coleoptera-lahko&maakiitäjäinen&leppäkerttu&leppäpirkko&tulikärpänen&sarvijäärä&lehtikuoriainen&chrysomelid&turkiskuoriainen&ihrakuoriainen&kirjokuoriainen&lehtisarvinen&seppä&sukeltajakuoriainen&pintapyöriö&rautio&Xestobium rufovillosum&kärsäkäs&sylkikuoriainen&toukohärkä&kaarnakuoriainen&mantokuoriainen&kultakuoriainen&Kiinan tukkijäärä&Anoplophora glabripennis;eläimet & hämähäkit & hyönteiset
beetroot.svg;punajuuri&juurikas&Beta vulgaris&Beta vulgaris rubra;juures&sokerijuurikas&lehtijuurikas&suku beta&beta vulgaris&beta vulgaris rubra&beta vulgaris cicla&beta vulgaris vulgaris&kasvis&remolacha&sugar beet&burak&cékla&rübe&řepa;juures&sokerijuurikas&lehtijuurikas&Beta&suku Beta&lehtimangoldi&Beta vulgaris cicla&mangoldi&Beta vulgaris vulgaris&kasvis;ruoka & vihannekset & salaatit & kasvikset
before.svg;edessä&läsnäolo;läheisyys&edustalla&etualalla&etupuolella&etunenässä&edempänä&johdossa&lähempänä&vieressä&esteenä&tiellä&ennen&entgegen&rak&contre&wogegen&dagegen&ekr.&ennen kuin&edelle&aikaisintaan;läheisyys;kuvaileva & sijainti
begin_start.svg;aloittaa&alkaa&käydä käsiksi&ruveta&ryhtyä&alkaa olla jtak&alkaa tehdä jtak&saada tehdä jtak&tulla jksik&saada alkunsa jstak&heittäytyä&ryhtyä jhk&panna hihat heilumaan&ryhtyä toimimaan&panna töpinäksi&panna hösseliksi&pistää pyörät pyörimään&olla alkuna&tuoda tullessaan&aiheuttaa&edeltää&panna alulle&perustaa&ottaa puheeksi&käynnistää&panna liikkeeseen&olla uranuurtaja&viritellä&astua virkaan&avata;päästä valloilleen&alkuun pano&anfangen&alku&in the first place&komenci&eko&käynnistyä&始&break ground&begynna&iniciar&light&aloittaja&startata&startti;päästä valloilleen&orastaa&aloittaa uudelleen&tarttua jhk&puhjeta&syttyä&laskeutua&alkaa olla jotakin&alkaa tehdä jotakin&saada tehdä jotakin&tulla joksikin&juhlistaa&tarttua tehtävään&kouluttaa&totuttaa&saada taas käyttöön&ottaa käsittelyyn&aloittaa ponnekkaasti&lähteä liikkeelle&käsitellä&keskustella&pohtia&kirjoittaa johdanto&johdattaa&johdatella&puhua&lausua&sanoa&jaaritella&virkkaa&kertoa&vannottaa&koskea&pelata&tehdä siirto&olla vuoro&työntää vesille&laskea vesille&käynnistyä&mennä päälle&kohdata&kytkeytyä&saada aikaan&virittää&tuoda markkinoille&laukaista&herättää&panna liikkeelle&sytyttää&tuottaa&järjestää&tehdä&organisoida&valmistella&suunnitella&koota&juonitella&masinoida&syöksyä&siirtää&viedä&startata&päästä vauhtiin&toimia&vihkiä&vihkiä käyttöön&lanseerata&olla&tulla&vaikuttaa&sarastaa&juontaa juurensa&olla peräisin&lähteä;suunta & kuvaileva
behind.svg;takana;kintereillä&jaljessä&takaosa&takapuoli&takamus&peppu&perse&pakara|alt=pakarat&posterior&tras&post meridiem&takaapäin&drauf&takainen&dahinter;peräpuolella oleva&peräpuolella&alas;kuvaileva & sijainti
bell.svg;kello&kulkunen&tiuku&kellot&ajastin&rannekello&kellokukka&kellonmuoto&laivakello;akustinen laite&herätyslaite&analogiakello&analoginen kello&atomikello&big ben&tornikellopeli&kronometri&kirkonkello&lehmänkello&käkikello&kuolinkello&digitaalikello&ruokakello&sähkösoittokello&sähkökello&palokello&käsikello&vapauden kello&mittalaite&heilurikello&lyömäsoitin&taskukello&tiimalasi&koulun kello&lammaskello&kaupan kello&merkinantolaite&nupista vedettävä rannekello&aurinkokello&järjestelmäkello&kellokorttilaite&hälytyskello&tornikello&seinäkello&vesikello&suku kellot&campanula rotundifolia&campanula rapunculoides&campanula medium&campanula divaricata&campanula americana&campanula aparinoides&campanula glomerata&campanula persicifolia&campanula pyramidalis&campanula rapunculus&campanula trachelium&campanula carpatica&ruoho&käyrän muotoinen&aikayksikkö&katsella&ajannäyttäjä&pocket watch&klo&keep an eye on&babysit&watcher&tarkkailla&peilailla&aikarauta;akustinen laite&herätyskello&herätin&herätyslaite&analogiakello&analoginen kello&atomikello&Big Ben&tornikellopeli&kronometri&kirkonkello&lehmänkello&käkikello&kuolinkello&digitaalikello&ruokakello&sähkösoittokello&sähkökello&palokello&käsikello&umpikuorinen kello&vapauden kello&mittauslaite&mittausjärjestelmä&mittaamisväline&mittalaite&heilurikello&lyömäsoitin&taskukello&tiimalasi&koulun kello&lammaskello&kaupan kello&merkinantolaite&aisakello&nupista vedettävä rannekello&aurinkokello&järjestelmäkello&kellokorttilaite&hätäkello&hälytyskello&tornikello&seinäkello&vesimittari&klepsydra&vesikello&suku Kellot&kissankello&sinikello&Campanula rotundifolia&vuohenkello&Campanula rapunculoides&maariankello&Campanula medium&kellokasvi&Campanula divaricata&amerikankello&Campanula americana&Campanula aparinoides&peurankello&Campanula glomerata&kurjenkello&Campanula persicifolia&ritarinkello&Campanula pyramidalis&kauriinkello&Campanula rapunculus&kurkkuyrtti&varsankello&Campanula trachelium&karpaattienkello&Campanula carpatica&ruohokasvi&ruohovartinen kasvi&ruoho&käyrä&käyrän muotoinen&aikayksikkö;rakennukset & tarvikkeet
